tweet id, tweet, label
'295730767491895297',"@Harry_Styles it's flooding and there's tornadoes in Queensland, my house is about to flood it's really scary :( 12",on-topic
'295761218038267904',"Queensland's flood crisis deepens - The Australian http://t.co/Sls9fv85",on-topic
'295843485452480512',"#Queensland floods: the damage mounts as rivers break their banks and flood at record levels http://t.co/G3iY7NBh",on-topic
'296334448667021312',"Tropical Cyclone Oswald has resulted in a flood of record in Grafton, Australia [VIDEO] http://t.co/fHpSeuuv",on-topic
'296041302053756928',"How's everyone doing with the floods? #australia #flood #queensland #wecanhelp",on-topic
'296146172270227456',"Our hearts go out to all who have been affected by both fire and flood around Australia of late. Stay safe and... http://t.co/z2qwznck",on-topic
'296148472502034433',"RT @guardianeco: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/OEtIOzHH",on-topic
'296154157734318080',"Australia Day 2013 Flood and Storm Hervey Bay http://t.co/k3S6PKl4 via @youtube",on-topic
'295997227661422593',"Living in Australia: fire one week, flood the next! #flood #fire",on-topic
'296100369728151552',"Photos: Flood water rises in Australia http://t.co/o82KqkTm",on-topic
'295739841663094784',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'295693836733267968',"RT @GrillTeam: The Queensland government has set up an information line for the flood crisis.. the number is 1800 173 349 #qldflood",on-topic
'295867329206685698',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/ZaTtYvE6",on-topic
'296124062034427904',"Someone tell the weather people to stop the rain. My thoughts and prayers with the flood victims x #Brisbane  #Australia #Tim #MKR",on-topic
'295889002333093888',"We send our wishes to those affected by the rising flood waters throughout Queensland.",on-topic
'296110234441756672',"The Premier has thanked Westpac, QANTAS and the Bank of Queensland for their significant donations to the QLD Red Cross Flood Appeal - PT",on-topic
'295891037317111808',"RT @sallysetsforth: Devastated every time I read/hear/see what the flood affected people of Queensland & NSW are going through right ...",on-topic
'295629919306792960',"Dramatic flood rescue: Toddler winched from submerged truck in Australia http://t.co/PzyYUi4r",on-topic
'296735944650915843',"My heart goes to everyone who lost their lives and homes during the #queensland ex-Tropical Cyclone flood. http://t.co/BIX04B0m",on-topic
'295501991398998016',"RT @jasminedennisMX: From heatwaves to flood warnings. This is Australia.",on-topic
'296473478465474561',"RT @sallysetsforth: Devastated every time I read/hear/see what the flood affected people of Queensland & NSW are going through right ...",on-topic
'295777557880639488',"RT @DocTwon: Abbott maintains 2011 Queensland flood levy was bad Labor tax despite raising $1.8B for rebuilding: Qld reject LNP!  http ...",on-topic
'295759987387543552',"Queensland's flood crisis deepens - The Australian: Sydney Morning HeraldQueensland's flood crisis deepensThe Au... http://t.co/raKOjDHY",on-topic
'296185452690567168',"New South Wales braces for river peaks as Queensland counts flood cost: Four deaths confirmed from torrential ra... http://t.co/za5QRbyz",on-topic
'297001609496518656',"Clean up operation is under the in north east australia as flood water begin to recede.",on-topic
'296092248716763137',"Can we just be Australia and have a sea foam flood instead?",off-topic
'295707533044228099',"Reading: Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/0HNnLt6a",on-topic
'295865991945138176',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/VaTQwmII",on-topic
'296337101778210816',"Clean up begins in flood-stricken Queensland - New Zealand Herald: New Zealand HeraldClean up begins in flood-st... http://t.co/HFFd5iS3",on-topic
'295998972026310656',"I feel awful that my family and I are excited and happy while people in Australia are going through fire and flood disasters @marnilittle :(",on-topic
'296465339804442625',"RT @dailytelegraph: Body of fifth flood victim found: POLICE have found the body of Queensland's fifth flood victim in a car in the ...  ...",on-topic
'296052555073609728',"RT @abcnews: #LIVE: Queensland Premier Campbell Newman is holding a press conference on the flood situation in Bundaberg http://t.co/4Dv ...",on-topic
'295913460166959105',"BBC News - 'Major flood crisis' hits Queensland, Australia http://t.co/5sU9LSbg",on-topic
'296235117041573889',"41,000 people isolated from flood-waters, NSW, Australia news http://t.co/cpLovJwQ",on-topic
'295799176866983936',"Flood crisis in Australia - watch #abcnews24 live stream for rolling coverage (geoblock lifted for today & tomorrow) http://t.co/C1WVwIyK",on-topic
'296101241229029376',"Photos: Flood water rises in Australia:  http://t.co/Z7OVicHW",on-topic
'295648783801401344',"Queensland's flood crisis deepens - The Australian: http://t.co/KzizYnK4.auQueensland's flood crisis deepensThe A... http://t.co/ZT1cXpyD",on-topic
'295451812083953664',"TO EVERYONE IN BRISBANE WHERE I LIVE AND QUEENSLAND ITSELF PLEASE STAY SAFE AND DON'T BE STUPID, STAY OUT OF FLOOD WATERS PLEASE!",on-topic
'296249313787514880',"RT @guardian: New South Wales braces for river peaks as Queensland counts flood cost http://t.co/cQoP8Xa5",on-topic
'295508062243016704',"Those in #Queensland - no, don't go out being all brave and jet-skiing in the waters. This is a flood; you may possibly never return.",on-topic
'296730177772347392',"“@BetteMidler: 21/2 ft of rain fell on Queensland Australia yesterday, second major flood in two years.”\\We r a land of contrast Bette.",on-topic
'295897218844614656',"#business #Australia Reforms to ease the way on claims: THE federal government's reforms to flood insur... http://t.co/DOk3ck8b #finance",on-topic
'296373374677024769',"SBS National: Queensland flood death toll 'may climb': There are fears Queensland's flood death toll could rise ... http://t.co/4WPlHnTe",on-topic
'295763053474086913',"Queensland's flood crisis deepens - The Australian http://t.co/G0MV3CUQ",on-topic
'296100377156272130',"Photos: Flood water rises in Australia http://t.co/mo0qkO8p",on-topic
'295787092674478081',"Flood worsens in eastern Australia: Thousands of homes inundated in eastern cities after torrential rain leads t... http://t.co/zzDnOlcr",on-topic
'297261740754886656',"@junegem1 you flood places like australia ;)",on-topic
'296250971238068224',"RT @guardian: New South Wales braces for river peaks as Queensland counts flood cost http://t.co/cQoP8Xa5",on-topic
'296418034640371712',"RT @CloudsCreek: Queensland Government negligent as mines release toxins into flood waters \http://t.co/BU1hb9qw #salinity Heavy #metals ...",on-topic
'295764648316264448',"Telstra flies in crew to repair flood-damaged fibre: Broadband, mobile outages in wake of Queensland floods. http://t.co/Lc3ZhU32",on-topic
'296980055723212801',"MT @350 No end in sight for Australia flood victims. Brisbane @ risk of running out of drinking water http://t.co/DNBTv31G #ConnectTheDots",on-topic
'296403375757611008',"qld flood: One dead in Qld floods, St George cut off\qld flood \Nathan Paull\\The inland Queensland town of St G... http://t.co/I1SbgA7G",on-topic
'296327269817937920',"Rescuers help Australia flood victims as waters recede - BBC News: BBC NewsRescuers help Australia flood victims... http://t.co/ULS36sIv",on-topic
'296821983780429824',"Flood assistance for Queensland small businesses http://t.co/wouV3y62",on-topic
'295740046760345602',"OMG, the foam flood in #queensland #Australia I just watched that car, far out!!!",on-topic
'295467699209904128',"Ok so we are going through 2nd flood in 2 years ........this is Australia",on-topic
'296370586437943296',"My love & thoughts are with all who are being affected by the Queensland Flood crisis. Everyone hold your family & friends close Xxx",on-topic
'296031617376468992',"We wish everyone in flood affected parts of Queensland (and now also New South Wales) the best at this very difficult time.",on-topic
'295857665920360449',"Photo of North Bundaberg flood water #bigwet #queensland http://t.co/fx8Vksgo",on-topic
'295801969493295104',"Flood worsens in eastern Australia",on-topic
'295904186283986944',"RT @AutoFollowEngin: #TeamFollowWack Brisbane CBD braces for its second flood in two years - The Australia... http://t.co/pAsBNTP3 #Team ...",on-topic
'295669775676362752',"Live coverage: Queensland flood crisis http://t.co/WGHUJiui @abcnews",on-topic
'295866125336580097',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/q1LkcBt9",on-topic
'295686082673127425',"RT @GrillTeam: The Queensland government has set up an information line for the flood crisis.. the number is 1800 173 349 #qldflood",on-topic
'296141874463399936',"Deadly #flood waters rise in eastern #Australia http://t.co/VLbiu8j7\\\#BreakingNews #UAE #PK #US #CA #UK\#RU #QA #FR #JP",on-topic
'297209518360780800',"Qld appeal funds won't go far: Mackenroth: THE man overseeing Queensland's flood appeal says the $5.5 million ra... http://t.co/SeH15Wli",on-topic
'296910776336273408',"Flood relief appeal for Australia's Pacific islanders | Pacific Beat | ABC Radio Australia http://t.co/hUGWwFHB via @sharethis",on-topic
'297312473189588993',"Rain again??? Australia hasn't fully recovered from last weekend's downpour & flood. God let there be no flood again. #qldflood",on-topic
'295740033284067328',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'296102158481358848',"@toohsuite Photos: Flood water rises in Australia",on-topic
'296039252788129792',"RT @australian: Brisbane braces for flood peak: HUNDREDS of homes in Ipswich have escaped inundation in Queensland's flood crisi... http ...",on-topic
'296154000875716608',"Queensland counts flood cost as New South Wales braces for river peaks: Four deaths confirmed from torrential ra... http://t.co/LkziU1k9",on-topic
'296315984741007361',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'295466207988047872',"Actually getting worried that the creek may flood the house :/ Damn you Australia and your retarded weather!!",on-topic
'295761609228431360',"Queensland's flood crisis deepens - The Australian: Sky News AustraliaQueensland's flood crisis deepensThe Austr... http://t.co/B2dcRL7a",on-topic
'296015112509222912',"Flood crisis claims fourth victim: A three-year-old boy became the fourth and youngest victim of Queensland's fl... http://t.co/p7k6G6zk",on-topic
'295756601166548992',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/BicL3R4V",on-topic
'295662093938606080',"RT @aippnational: To all our members and friends in flood affected Queensland. We are thinking if you…hope you stay safe.",on-topic
'295855732295864320',"Does Victoria not get 24/7 Queensland flood coverage this time around because the ratings period is starting?",on-topic
'296271167369662465',"More than 7K displaced in Queensland flood: BUNDABERG, Australia, Jan. 29 (UPI) --  More than 7,000 people have ... http://t.co/f1xvwzRD",on-topic
'296385469351088128',"Two missing as Queensland's flood recovery begins - http://t.co/hJAbvEcT: Sky News AustraliaTwo missing as Queens... http://t.co/HZA40Wfi",on-topic
'296508666872463360',"Clean-up launched after deadly Australian floods: A mammoth clean-up operation has begun in Australia’s flood-hi... http://t.co/HeTxFYhp",on-topic
'295871915254509568',"Baby stuffed in bag, hoisted from flood - Australia's powerful storms led to an amazing rescue of two women and a ba... http://t.co/nsBFXPMo",on-topic
'295837926321954817',"My heart goes out to everyone around Australia who have been effected by the Natural Disasters, fire or flood. Heartbreaking images.",on-topic
'296771854629228544',"Queensland floods: motivation to get flood planning right http://t.co/GFw60V1g via @conversationedu",on-topic
'296557889814925313',"Queensland flood toll rises to six - The Age: Brisbane TimesQueensland flood toll rises to sixThe AgeTwo dead fa... http://t.co/FL45tQj3",on-topic
'295866925085503494',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/Z9qD2sud",on-topic
'296151683627618304',"Queensland counts flood cost as New South Wales braces for river peaks: Four deaths confirmed from torrential ra... http://t.co/P0kKDY2B",on-topic
'295730692271251456',"@Harry_Styles it's flooding and there's tornadoes in Queensland, my house is about to flood it's really scary :( 7",on-topic
'296144821687562240',"Queensland counts flood cost as New South Wales braces for river peaks: Four deaths confirmed from torrential ra... http://t.co/9MddWxg0",on-topic
'295684629665566720',"Queensland coast on flood watch | oncirculation http://t.co/xTcUCwKr",on-topic
'295656439609950208',"RT @lopez_mdMx: Qld premier launches flood appeal: THE Queensland Flood Appeal has been launched by the premier, who kick-starte... http ...",on-topic
'295688966223564801',"Watching the flood news for Queensland and Brisbane, praying for the best for everyone.",on-topic
'296532333950029824',"Body of sixth victim found as Queensland's flood recovery begins - http://t.co/ADP7GUsU http://t.co/lupciMY1",on-topic
'295876844094373888',"@TenLateNews Was the Opposition Leader wrong to tour flood ravaged Queensland rather than bushfire affected Victoria?",on-topic
'296337109185351680',"Clean up begins in flood-stricken Queensland - New Zealand Herald: New Zealand HeraldClean up begins in flood-st... http://t.co/4QGtmKXz",on-topic
'295756597714632704',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/6pZW8wfH",on-topic
'296048536116674560',"What a sad time for #queensland the #flood effects are devastating & here is how we can all help our fellow #australian http://t.co/RrsysqAb",on-topic
'295636305398886400',"RT @NickBryantOz: An only in Australia? Prime Minister visits fire-affected communities, opposition leader visits flood-affected communi ...",on-topic
'296500466865545217',"Body of sixth victim found as Queensland's flood recovery begins: In worst-hit Bundaberg, which was devastated a... http://t.co/pesnrtfV",on-topic
'296084539581800448',"RT @AJEnglish: Deadly flood waters rise in eastern Australia http://t.co/UDIcfaPq",on-topic
'296358698404691968',"Immigration reform , dozens of Syrians dead, Egypt is about to lose their democracy , flood in Australia, fire in brazil ... Anything else?",on-topic
'295809108253220864',"RT @berkeleyboy: The cameras click & Tony Abbott fills a sandbag for Queensland... But Govt money for flood victims? No! http://t.co ...",on-topic
'296870372790394880',"Flood damage bill to top 2011 disaster: THE damage bill from the Queensland floods is expected to pass even the ... http://t.co/8rtv3hwF",on-topic
'296191461576302592',"'Queensland counts flood cost as New South Wales braces for river peaks' [@Guardian] http://t.co/j7AvWYTg",on-topic
'297412780292726785',"Unions claim job losses in Queensland public sector have hindered flood ... - from @News_com_au : http://t.co/54QcmUdn",on-topic
'296249345743925248',"ew South Wales braces for river peaks a Queensland counts flood cost http://t.co/o1B8AGE4",on-topic
'296004387187347457',"RT @Y7News: Death toll from Queensland flood crisis rises to four following the death of a three-year-old boy http://t.co/PmELZbCx #Qldf ...",on-topic
'295726642314223616',"My prayers to all the people in the Brisbane,, Queensland flood #flood #cyclone #oswald #brisbane, my mum used to live in Brisbane..",on-topic
'295754800316952576',"RT @tvitin: Gillard should be removed from Queensland, It's hard enough.. fighting flood and fires.",on-topic
'296073498860863489',"sodebaba Deadly flood waters rise in eastern Australia: At least four people dead as torrential rains severely f... http://t.co/omIrTUgA",on-topic
'295724906807701504',"RT @bondifilmfest: Our thoughts go out to all the flood victims and animals across QLD Australia. Keep safe! http://t.co/WLxpf0rK",on-topic
'296172153211060224',"New South Wales braces for river peaks as Queensland counts flood cost http://t.co/bgDheETc",on-topic
'295867025715249154',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/FkgLP7A3",on-topic
'296806285079355393',"- Food supply risk from floods - \\Queensland's flood has left farmers with a devastating damaging bill and... http://t.co/6jknzARh",on-topic
'296006768880939008',"Brisbane braces for flood peak: HUNDREDS of homes in Ipswich have escaped inundation in Queensland's flood crisi... http://t.co/OaKz1uVl",on-topic
'295685355829600256',"Brisbane braces as major Queensland flood crisis unfolds: Click to play video Return to video Video settings Ple... http://t.co/UExLB3Uu",on-topic
'295689140387840000',"Watching this queensland flood thing *sighs*",on-topic
'295807829309288448',"Helicopters Deployed to Rescue Flood Victims in Australia - Businessweek: http://t.co/DiP8jqaJ.auHelicopters Depl... http://t.co/iYriTJf8",on-topic
'296116851006652417',"RT @612brisbane: .@theqldpremier - Red Cross Queensland Flood Appeal 1800 811 700 or http://t.co/UEVKQppi",on-topic
'295756361931816960',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'296559636335714304',"Queensland flood toll rises to six - The Age http://t.co/3A8bSKez #news",on-topic
'295741364157702145',"WOW it's flooding again in Queensland and NSW ?? Glad I Live in Perth it can't flood here ??",on-topic
'296248670427439106',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/IvM2hW2d #extremeweather",on-topic
'295816480992419841',"Flood hits Queensland and foam car appears out of nowhere FUNNY - http://t.co/7I4iPglk",on-topic
'296387053845880832',"http://t.co/YOrqO568 Fears Qld flood death toll will climb: There are fears Queensland's flood death toll could r... http://t.co/VJrBz9MN",on-topic
'296072431079153664',"Deadly flood waters rise in eastern Australia http://t.co/QGaIuLMB",on-topic
'295894396887498753',"Australian Government Bureau of Meteorology\Queensland\\FLOOD WARNING FOR THE MOONIE RIVER\Issued at 6:56 pm EST... http://t.co/14C7Jz8j",on-topic
'296147186171924480',"StarsSoft Queensland counts flood cost as New South Wales braces for river peaks - The Guardian: The GuardianQue... http://t.co/3sJWzZBM",on-topic
'295756595915264000',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/WVFkmjsm",on-topic
'295712298486607873',"So over these flood in Queensland. Hope no one else gets hurt #floods #stuckindoors",on-topic
'295882397734539265',"RT @bradgully: My heart goes out to everyone around Australia who have been effected by the Natural Disasters, fire or flood. Heartbreak ...",on-topic
'295924209794818048',"The Queensland Government has launched the Queensland Flood Appeal 2013. Donations can be made through Red Cross: http://t.co/6j9YI7Gl",on-topic
'296818994466406400',"Flood assistance for Queensland small businesses http://t.co/gil9x9hY",on-topic
'296103899155271680',"Crazy Sea Foam flood in Australia..  http://t.co/SX8attOk",on-topic
'295733971743027200',"Will it flood? #Ipswich #bremerriver #Brisbane #Australia #flood #question http://t.co/huhDkzvU",on-topic
'295984138329133056',"RT @thetodayshow: TOP OF THE HOUR - The very latest on the flood crisis with our reporters across Queensland & New South Wales #qldf ...",on-topic
'297219627925250048',"RT @Adventist_News: Adventists in Melbourne, Australia are collecting new underwear to help Bundaberg Flood Victims. The project is call ...",on-topic
'296060679159435264',"RT @brisbanetimes: Keep up to date with the flood situation in Queensland with our live blog: #BrisLive http://t.co/Z7EcAa4K",on-topic
'296079355208155137',"Deadly flood waters rise in eastern Australia http://t.co/UDIcfaPq",on-topic
'295888192991801344',"RT @9NewsBrisbane: Flood Crisis: @TheTodayShow will be live into Queensland from 4am with continuing coverage of the floods in Queenslan ...",on-topic
'296084204117188608',"Idiot hipster boasts swimming in Brisbane flood water #bigwet #qldfloods #queensland #brisbane #bnestorm #brisbaneriver http://t.co/6PYdR482",on-topic
'295788373229072385',"#News Al Jazeera English on Jan 28, 2013 at 06:55 AM: Flood worsens in eastern Australia ht... http://t.co/UPUfJaQY http://t.co/UMzhODj0",on-topic
'296425847710154752',"RT @surfqld: SLSA recognises and thanks SLSQ surf lifesavers' great work during the flood crisis in Queensland. http://t.co/6dpN2Tol",on-topic
'295732978997424128',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'296147224080048129',"Queensland counts flood cost as New South Wales braces for river peaks http://t.co/GKIh2bO2 #TheGuardian",on-topic
'296045736708153344',"Thinking of all those aussies affected by fires and floods!! #bushfire #flood #Australia",on-topic
'295475825430654976',"RT @7NewsBrisbane: Foam from rough waves at Alexandra Headland resembles snow on the Sunshine Coast #staysafe #bigwet #queensland #flood ...",on-topic
'295985816650539009',"Australia's flood crisis worsens as death toll rises - TVNZ: Brisbane TimesAustralia's flood crisis worsens as d... http://t.co/wOP1albZ",on-topic
'296099855347097600',"RT @ASNSW: Our thoughts are with all residents of flood affected areas of NSW, Victoria and Queensland today. NSW residents... http://t. ...",on-topic
'295646748892872705',"RT @7NewsSydney: #Queensland flood crisis useful links and contacts http://t.co/lNFjny9C",on-topic
'295867318452490241',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/jegqCm2z",on-topic
'297099665436966913',"Former Kiwi found safe in Queensland flood zone: An 82-year-old former Masterton resident has been located by In... http://t.co/O3zb9svv",on-topic
'296100361909964800',"Photos: Flood water rises in Australia http://t.co/Dzr4jOUj",on-topic
'296411875770515456',"The recovery effort begins as a water crisis hits the flood-ravaged state of Queensland. Read more in today's news: http://t.co/cZ9A0aWa",on-topic
'296436987701915648',"@TheEllenShow PLEASE HELP THE #Queensland AUSTRALIA RED CROSS in the flood affected families especially in Bundaberg and Gympie!!! #redcross",on-topic
'295866445332639745',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/blcXlKzr",on-topic
'295841365630259201',"RT @AussiieBelieber: Praying for all the flood and fire victims in Australia!",on-topic
'295987151512928256',"Your pictures: Queensland flood crisis http://t.co/4usHPiDH @abcnews @612brisbane #bigwet",on-topic
'296260835003736064',"Related --&gt;  Central and southern Queensland face a mammoth recovery task as record-breaking flood waters rec ...  http://t.co/zts632zx",on-topic
'295636700036730880',"#Queensland flood crisis useful links and contacts http://t.co/rI0XRyvK",on-topic
'296077486180163584',"Deadly flood waters rise in eastern #Australia: http://t.co/bzifIBLF",on-topic
'295795713701462016',"My prayers go out to those who are affected by Queensland's worst flood.",on-topic
'295865504537669633',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/HYVM9BLQ",on-topic
'295497476625014784',"RT @7NewsBrisbane: Foam from rough waves at Alexandra Headland resembles snow on the Sunshine Coast #staysafe #bigwet #queensland #flood ...",on-topic
'296817485024468992',"Qld flood prompts town planning rethink: The Queensland government says it's time to reconsider building public ... http://t.co/tRLqBYnY",on-topic
'295762111404060672',"Only in Australia do u find a woman outside in the middle of flood cutting her hedge that is completly underwater",on-topic
'296985186644668416',"RT @stinkypoocrust: Australia - if you aren't being swept away in a flood, you're being burnt alive  while seeking asylum on an island n ...",on-topic
'296545056666562560',"Queensland flood toll rises to six - Herald Sun: Sydney Morning HeraldQueensland flood toll rises to sixHerald S... http://t.co/lEVSnGbl",on-topic
'295810845299052546',"RT @sunriseon7: Latest on the Queensland flood crisis can be found here: http://t.co/YKVPS8tH #sun7 #qldfloods #bigwet",on-topic
'296010294604484608',"RT @AustraliaVote: Complaints from #Queensland floodies at lack of services in some flood disaster areas Thanx Newman #LNP #auspl #Qldpo ...",on-topic
'295724305554210817',"Get over it don't Fucken care what u say flood victims are more important than so fucken follow me shit Queensland needs u",on-topic
'296079551900053504',"RT @AJEnglish: Deadly flood waters rise in eastern Australia http://t.co/UDIcfaPq",on-topic
'295716579021291521',"Rolling coverage: Queensland flood crisis toll mounting | Gatton Star http://t.co/XXNjPc8T #weather",on-topic
'296198686705324033',"RT @greenpeacepress: Extreme weather can be the new normal: After unprecedented #heatwave #Australia faces massive #flood http://t.co/2q ...",on-topic
'296249121965240320',"If you want to assist #Queensland #flood #volunteers get #baking and deliver to the @BakedRelief drop off points.",on-topic
'295729931269328896',"@JackVidgen @QantasAirways  Hey Jack. Hope your family is fine in Queensland, because of the flood. I tried to write you on facebook.",on-topic
'296487865905459200',"Will he answer that question at the NPC tomorrow? RT @TrisD Big question is will Tony Abbott support a new flood levy for Queensland?",on-topic
'295984491149803521',"Australia's flood crisis worsens as death toll rises: The deadly flood crisis is escalating, as Brisbane and... http://t.co/cL5b7B7T",on-topic
'295762198804971520',"Queensland's flood crisis deepens - The Australian: Sydney Morning HeraldQueensland's flood crisis deepensThe Au... http://t.co/E7j1QHL1",on-topic
'296578200291639296',"@phips16 that's good you have no house damage and insurance, does it flood everywhere is Australia?",on-topic
'296465108870254592',"Body of fifth flood victim found: POLICE have found the body of Queensland's fifth flood victim in a car in the ... http://t.co/iQ2SbJby",on-topic
'297255420341399553',"RT @Aussie_BeLIEver: Meanwhile in #australia Aussies keepn a jovial spirit in times of #flood ADD BUBBLE BATH 2 FLOOD WATER Aussies RT p ...",on-topic
'296779586363092992',"Joel kontinen: More Evidences for the Genesis Flood in Australia:... http://t.co/NTNblK3x",on-topic
'296006788006940672',"BBC News -  'Major flood crisis' hits Queensland, Australia http://t.co/XwBMAuGT",on-topic
'295756599795011585',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/JtLnN9MI",on-topic
'295866881414414336',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/Fnwtndsl",on-topic
'295801212341723136',"@awesome_alanna I saw how bad the flood was in New South Wales. Is it flooding in Queensland?!",on-topic
'295507466131738624',"Qld again in grip of deadly flood disaster: At least four people are feared dead in Queensland's unfolding flood... http://t.co/4fHN8R21",on-topic
'295866156181491712',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/IVJgdlgX",on-topic
'296344926092926976',"New article: Helicopters Deployed to Rescue Flood Victims in Australia read more at here http://t.co/4T0tJnXm",on-topic
'296214453115027456',"There may be flooding in Queensland, but there is soon to be a flood in my bedroom from my tears. I don't wanna go!",on-topic
'296356584366415872',"RT @NewsTalk2UE: Search resuming for two men missing - feared drowned - in Queensland's flood affected Lockyer Valley http://t.co/LToj9D ...",on-topic
'296193869136138240',"Budgeting for permanent disasters? http://t.co/UfP0BKE0 climate disruptions CO2 Australia climate refugees  flood fire drought cyclone",off-topic
'295915241081024513',"(BBC) 'Major flood crisis' hits #Queensland, #Australia http://t.co/8OYtNeee #weather #environment #TheNewsCrew",on-topic
'295907292589740032',"Australia faces flood 'crisis': The Australian state of Queensland is facing a major flood crisis its premier warns, as rescuers at...",on-topic
'295778771779334145',"'Winter wonderland' as foam blankets town during queensland flood crisis - Yahoo!7 http://t.co/PsWzALlX  via @Y7News",on-topic
'296419348388663299',"Two missing as Queensland's flood recovery begins - Herald Sun http://t.co/ym0b4b8t",on-topic
'295691291591839744',"Flooding hits eastern Australia: Hundreds of homes are inundated and and several people reported missing as flood waters rise in the ...",on-topic
'296010616689291264',"The Queensland flood crisis has now claimed 4 lives. The latest on #bigwet with @Kaycie in the news at 9 and across the day on Heart 107.3",on-topic
'295787517624602624',"RT @AJEnglish: Flood worsens in eastern Australia http://t.co/kuGSMCiH",on-topic
'295529318329765888',"Daring rescue of teenager from flood waters: Australia reels from surging floods http://t.co/Qe5FcKlW",on-topic
'296012576612032513',"SE Queensland and New South Wales are battling against vast areas of fast flowing destructive flood waters. Bundaberg Hospital evacuated.",on-topic
'296232640250519552',"#Flood killed 2 in two states, thousand evacuated from #floodarea in #Australia http://t.co/Ia7m2ElK via @MediaInternational",on-topic
'296218134120132610',"RT @Andrew_J_Morley: Hearts go out out to the flood affected in Australia, and also to those in Mozambique, Africa. Also hit hard, 36 de ...",on-topic
'297160212429803520',"Looting hits Queensland flood spots http://t.co/cv4SVJJT",on-topic
'296056297273556992',"@NiallOfficial Dealing with the highest flood record in... http://t.co/PDpDyj3T #Australia #Janoskiansonellenshow #QLD via @CelineSanders1",on-topic
'295709265761538049',"My Thoughts and Prayers are with those who have died and who are still directly affected by the Flood in Queensland.",on-topic
'296801487521185793',"The Queensland flood in pictures:\  http://t.co/1BcpzjBn",on-topic
'295744018439094273',"Tony Abbott says Labor may seek new Queensland flood levy - The Australian: http://t.co/Uvmg84O2.auTony Abbott sa... http://t.co/pw8PUyEh",on-topic
'296753162294009856',"Bitter Aftertaste of Queensland Flood is Higher Prices of Sugar in Global Markets http://t.co/sTB9Eaom #GlobalMarkets",on-topic
'296635489526616064',"RT @BetteMidler: 21/2 ft of rain fell on Queensland Australia yesterday, second major flood in two years.",on-topic
'295480889574559745',"RT @nialls_swag: When i see people praying Queensland won't flood to save a flash mob, instead of people's lives and homes. S E L F I S H",on-topic
'296152987112443907',"PAKIS RAPE KIDS: Flood continues hitting Australia's east coast: Floodwaters in Australia's e... http://t.co/d9u7QAUH #oldham #middleton",on-topic
'296021445664989184',"Testing Flood crisis claims fourth victim - A three-year-old boy became the fourth and youngest victim of Queensland... http://t.co/w5kkMMhs",on-topic
'296669986422919169',"@AntiquaTours seen this: Rescuers help Australia flood victims as waters recede http://t.co/dOQNBsMR",on-topic
'295547422153785344',"Army on standby amid Queensland flood crisis http://t.co/8HiEoONS via @brisbanetimes @eopiniontv",on-topic
'296980610843566083',"RT @storyofstuff: MT @350 No end in sight for Australia flood victims. Brisbane @ risk of running out of drinking water http://t.co/DN ...",on-topic
'295731887081676801',"RT @DeaNoctis: Storm water drain overflowing at its starting point #ExTropicalCycloneOswald #Flood #Rain #Australia http://t.co/TiscRk6a",on-topic
'296247462778241024',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'296422443126497280',"RT @disaster_feed: Drinking water ok but concerns for asbestos in the post-flood clean up...  (audio): In Queensland as waters begi... h ...",on-topic
